"rank_top500","rank_top1000","place_id","name","owner","owner_name","designation","acres","eco_id","eco_name","states","facets","veg","footprint","landscape_score","national_rank","ecoregion_rank"
NULL,"962","2726","Old Woman Mountains Wilderness - Needles Field Office","BLM","Bureau of Land Management","National Public Lands
","127014","17094","Mojave Desert","CA","28","13","0.002","49.75",2208,43
NULL,"963","22","Salt Creek - Angeles National Forest","UFS","US Forest Service","Inventoried Roadless Area","11022","17086","California South Coast","CA","25","18","0.065","49.43",2355,32
NULL,"964","4940","Picacho State Recreation Area - Picacho State Recreation Area","JNT","Bureau of Reclamation & California Department of Parks and Recreation","State Recreation Area","4370","17095","Sonoran Desert","CA","14","15","0.035","48.89",2613,32
NULL,"965","548","Basque Hills WSA - Burns Andrews Field Office","BLM","Bureau of Land Management","Wilderness Study Area","71482","17092","Columbia Plateau","OR","49","15","0.000","48.83",2636,71
NULL,"966","2279","Antimony - Los Padres National Forest","UFS","US Forest Service","Inventoried Roadless Area","40266","17087","Great Central Valley","CA","24","22","0.108","48.79",2652,14
NULL,"967","1370","Deadhorse Rim - Fremont National Forest","UFS","US Forest Service","Inventoried Roadless Area","11368","17031","East Cascades - Modoc Plateau","OR","29","24","0.026","48.66",2705,39
NULL,"968","1933","Kangaroo - Klamath National Forest","UFS","US Forest Service","Inventoried Roadless Area","40107","17035","Klamath Mountains","CA","26","22","0.061","48.60",2733,33
NULL,"969","2802","Ohiopyle State Park","SPR","PA Bureau of State Parks","State Park","20372","17006","Central Appalachian Forest","PA","30","16","0.142","48.37",2865,66
NULL,"970","6408","Delaware Water Gap National Recreation Area","FED","US National Park Service","National Recreation Area","23005","17010","High Allegheny Plateau","NJ, PA","33","23","0.302","47.62",3204,61
NULL,"971","1392","George H. Crosby Manitou State Park","SNR","Minnesota Department of Natural Resources","State Park","5566","17009","Great Lakes","MN","16","18","0.022","47.50",3247,26
NULL,"972","658","Cape Romain National Wildlife Refuge","FWS","U.S. Fish & Wildlife Service","National Wildlife Refuge","6947","17036","Mid-Atlantic Coastal Plain","SC","11","7","0.019","46.84",3538,10
